filename,Block_No,Seq_num,pageno,toppage,top,left,height,width,fonts_type,fonts_size,LABEL,Text,Unnamed: 10
s1,920,3922,18,12224,12361,323,23,26,FvggtbAdvPTimesI,9,BODY,X,
s1,921,3923,18,12224,12391,186,9,89,VlqtgtAdvPTimes,9,BODY,"from (7) and (17),",
s1,922,3924,18,12224,12391,284,9,104,VlqtgtAdvPTimes,9,BODY,"respectively, by setting",
s1,923,3925,18,12224,12391,51,28,57,VlqtgtAdvPTimes,9,BODY,with,
s1,923,3926,18,12224,12391,51,28,57,FvggtbAdvPTimesI,9,BODY,M D,
s1,923,3927,18,12224,12391,51,28,57,LvkjydAdvP4C4E51,9,BODY,;,
s1,923,3928,18,12224,12391,51,28,57,FvggtbAdvPTimesI,9,BODY,Q,
s1,923,3929,18,12224,12391,51,28,57,PkysmpAdvP4C4E74,9,BODY,ð,
s1,923,3930,18,12224,12391,51,28,57,VlqtgtAdvPTimes,9,BODY,d,
s1,923,3931,18,12224,12391,51,28,57,TrjhxxAdvPSMP10,9,BODY,P,
s1,923,3932,18,12224,12391,51,28,57,VlqtgtAdvPTimes,6,BODY,ORS,
s1,923,3933,18,12224,12391,51,28,57,FvggtbAdvPTimesI,6,BODY,B,
s1,924,3934,18,12224,12403,78,14,41,FvggtbAdvPTimesI,9,BODY,X,
s1,924,3935,18,12224,12403,78,14,41,PkysmpAdvP4C4E74,9,BODY,ð Þ,
s1,924,3936,18,12224,12403,78,14,41,MxwppxAdvP4C4E46,9,BODY,(cid:11),
s1,924,3937,18,12224,12403,78,14,41,VlqtgtAdvPTimes,9,BODY,d,
s1,924,3938,18,12224,12403,78,14,41,FvggtbAdvPTimesI,9,BODY,X,
s1,924,3939,18,12224,12403,78,14,41,PkysmpAdvP4C4E74,9,BODY,¼,
s1,925,3940,18,12224,12391,108,26,69,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,925,3941,18,12224,12391,108,26,69,VlqtgtAdvPTimes,9,BODY,and,
s1,925,3942,18,12224,12391,108,26,69,FvggtbAdvPTimesI,9,BODY,M X,
s1,925,3943,18,12224,12391,108,26,69,LvkjydAdvP4C4E51,9,BODY,;,
s1,925,3944,18,12224,12391,108,26,69,FvggtbAdvPTimesI,9,BODY,Q,
s1,925,3945,18,12224,12391,108,26,69,PkysmpAdvP4C4E74,9,BODY,ðÞ,
s1,925,3946,18,12224,12391,108,26,69,MsjvrbAdvP4C4E59,6,BODY,!,
s1,925,3947,18,12224,12391,108,26,69,VlqtgtAdvPTimes,9,BODY,0,
s1,925,3948,18,12224,12391,108,26,69,LvkjydAdvP4C4E51,9,BODY,:,
s1,926,3949,18,12224,12432,51,9,161,FvggtbAdvPTimesI,9,H3,4.2.3 Interaction of buyer and supplier,
s1,927,3950,18,12224,12456,51,69,337,VlqtgtAdvPTimes,9,BODY,Under the extended contract with two parameters,
s1,927,3951,18,12224,12456,51,69,337,FvggtbAdvPTimesI,9,BODY,w,
s1,927,3952,18,12224,12456,51,69,337,VlqtgtAdvPTimes,9,BODY,and,
s1,927,3953,18,12224,12456,51,69,337,FvggtbAdvPTimesI,9,BODY,w,
s1,927,3954,18,12224,12456,51,69,337,VlqtgtAdvPTimes,6,BODY,0,
s1,927,3955,18,12224,12456,51,69,337,VlqtgtAdvPTimes,9,BODY,"it has to be analyzedwhether there exists a combination of contract parameters which guarantees that thetotal supply chain proﬁt is maximized while both, supplier and buyer, accept thecontract. Coordination is achieved if the optimality conditions of supply chain andsupplier under an ORS contract are identical. They are given from (8) and (34),respectively:",
s1,928,3956,18,12224,12531,127,23,4,FvggtbAdvPTimesI,9,BODY,cp,
s1,929,3957,18,12224,12536,135,11,45,PkysmpAdvP4C4E74,9,BODY,¼,
s1,929,3958,18,12224,12536,135,11,45,FvggtbAdvPTimesI,9,BODY,M D,
s1,929,3959,18,12224,12536,135,11,45,LvkjydAdvP4C4E51,9,BODY,;,
s1,929,3960,18,12224,12536,135,11,45,FvggtbAdvPTimesI,9,BODY,Q,
s1,929,3961,18,12224,12536,135,11,45,PkysmpAdvP4C4E74,6,BODY,(cid:7),
s1,929,3962,18,12224,12536,135,11,45,PkysmpAdvP4C4E74,9,BODY,ð,
s1,930,3963,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,c,
s1,930,3964,18,12224,12531,62,53,325,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,930,3965,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,w,
s1,930,3966,18,12224,12531,62,53,325,VlqtgtAdvPTimes,6,BODY,0,
s1,930,3967,18,12224,12531,62,53,325,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,930,3968,18,12224,12531,62,53,325,TrjhxxAdvPSMP10,9,BODY,h,
s1,930,3969,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,w,
s1,930,3970,18,12224,12531,62,53,325,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,930,3971,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,w,
s1,930,3972,18,12224,12531,62,53,325,VlqtgtAdvPTimes,6,BODY,0,
s1,930,3973,18,12224,12531,62,53,325,VlqtgtAdvPTimes,9,BODY,"This condition is fulﬁlled if (i) the buyer orders at demand level, i.e., if",
s1,930,3974,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,X,
s1,930,3975,18,12224,12531,62,53,325,VlqtgtAdvPTimes,6,BODY,ORS,
s1,930,3976,18,12224,12531,62,53,325,PkysmpAdvP4C4E74,9,BODY,¼,
s1,930,3977,18,12224,12531,62,53,325,FvggtbAdvPTimesI,9,BODY,D,
s1,930,3978,18,12224,12531,62,53,325,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,930,3979,18,12224,12531,62,53,325,VlqtgtAdvPTimes,9,BODY,"holds, i.e., if the following condition for the",
s1,931,3980,18,12224,12573,123,11,61,PkysmpAdvP4C4E74,9,BODY,Þ ¼,
s1,931,3981,18,12224,12573,123,11,61,FvggtbAdvPTimesI,9,BODY,M X,
s1,931,3982,18,12224,12573,123,11,61,LvkjydAdvP4C4E51,9,BODY,;,
s1,931,3983,18,12224,12573,123,11,61,FvggtbAdvPTimesI,9,BODY,Q,
s1,931,3984,18,12224,12573,123,11,61,VlqtgtAdvPTimes,6,BODY,ORS,
s1,931,3985,18,12224,12573,123,11,61,PkysmpAdvP4C4E74,9,BODY,ð,
s1,932,3986,18,12224,12536,248,12,55,PkysmpAdvP4C4E74,9,BODY,¼,
s1,932,3987,18,12224,12536,248,12,55,FvggtbAdvPTimesI,9,BODY,M X,
s1,932,3988,18,12224,12536,248,12,55,LvkjydAdvP4C4E51,9,BODY,;,
s1,932,3989,18,12224,12536,248,12,55,FvggtbAdvPTimesI,9,BODY,Q,
s1,932,3990,18,12224,12536,248,12,55,VlqtgtAdvPTimes,6,BODY,ORS,
s1,933,3991,18,12224,12538,181,10,21,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,933,3992,18,12224,12538,181,10,21,VlqtgtAdvPTimes,9,BODY,and,
s1,934,3993,18,12224,12534,304,13,7,MxwppxAdvP4C4E46,9,BODY,(cid:7),
s1,934,3994,18,12224,12534,304,13,7,LvkjydAdvP4C4E51,9,BODY,:,
s1,935,3995,18,12224,12534,267,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:6),
s1,936,3996,18,12224,12574,51,22,125,VlqtgtAdvPTimes,9,BODY,and (ii),
s1,936,3997,18,12224,12574,51,22,125,FvggtbAdvPTimesI,9,BODY,M D,
s1,936,3998,18,12224,12574,51,22,125,LvkjydAdvP4C4E51,9,BODY,;,
s1,936,3999,18,12224,12574,51,22,125,FvggtbAdvPTimesI,9,BODY,Q,
s1,936,4000,18,12224,12574,51,22,125,PkysmpAdvP4C4E74,6,BODY,(cid:7),
s1,936,4001,18,12224,12574,51,22,125,VlqtgtAdvPTimes,9,BODY,contract parameters is satisﬁed,
s1,937,4002,18,12224,12575,96,9,3,PkysmpAdvP4C4E74,9,BODY,ð,
s1,938,4003,18,12224,12603,159,10,44,FvggtbAdvPTimesI,9,BODY,c,
s1,938,4004,18,12224,12603,159,10,44,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,938,4005,18,12224,12603,159,10,44,FvggtbAdvPTimesI,9,BODY,w,
s1,938,4006,18,12224,12603,159,10,44,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,938,4007,18,12224,12603,159,10,44,FvggtbAdvPTimesI,9,BODY,w,
s1,938,4008,18,12224,12603,159,10,44,VlqtgtAdvPTimes,6,BODY,0,
s1,939,4009,18,12224,12603,170,9,3,PkysmpAdvP4C4E74,9,BODY,ð,
s1,940,4010,18,12224,12603,203,10,72,PkysmpAdvP4C4E74,9,BODY,Þ ¼,
s1,940,4011,18,12224,12603,203,10,72,FvggtbAdvPTimesI,9,BODY,p,
s1,940,4012,18,12224,12603,203,10,72,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,940,4013,18,12224,12603,203,10,72,FvggtbAdvPTimesI,9,BODY,c,
s1,940,4014,18,12224,12603,203,10,72,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,940,4015,18,12224,12603,203,10,72,FvggtbAdvPTimesI,9,BODY,w,
s1,940,4016,18,12224,12603,203,10,72,VlqtgtAdvPTimes,6,BODY,0,
s1,940,4017,18,12224,12603,203,10,72,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,940,4018,18,12224,12603,203,10,72,TrjhxxAdvPSMP10,9,BODY,h,
s1,940,4019,18,12224,12603,203,10,72,PkysmpAdvP4C4E74,9,BODY,ð,
s1,941,4020,18,12224,12603,276,9,3,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,942,4021,18,12224,12603,370,10,17,PkysmpAdvP4C4E74,9,BODY,ð,
s1,942,4022,18,12224,12603,370,10,17,VlqtgtAdvPTimes,9,BODY,41,
s1,942,4023,18,12224,12603,370,10,17,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,943,4024,18,12224,12622,51,22,152,VlqtgtAdvPTimes,9,BODY,which ensures that,
s1,943,4025,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,c,
s1,943,4026,18,12224,12622,51,22,152,LvkjydAdvP4C4E51,9,BODY,=,
s1,943,4027,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,p,
s1,943,4028,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,¼,
s1,943,4029,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,c,
s1,943,4030,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,943,4031,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,w,
s1,943,4032,18,12224,12622,51,22,152,VlqtgtAdvPTimes,6,BODY,0,
s1,943,4033,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,943,4034,18,12224,12622,51,22,152,TrjhxxAdvPSMP10,9,BODY,h,
s1,943,4035,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,p,
s1,943,4036,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,¼,
s1,943,4037,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,w,
s1,943,4038,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,943,4039,18,12224,12622,51,22,152,FvggtbAdvPTimesI,9,BODY,w,
s1,943,4040,18,12224,12622,51,22,152,VlqtgtAdvPTimes,6,BODY,0,
s1,943,4041,18,12224,12622,51,22,152,PkysmpAdvP4C4E74,9,BODY,ðð,
s1,944,4042,18,12224,12622,102,22,63,PkysmpAdvP4C4E74,9,BODY,ð,
s1,944,4043,18,12224,12622,102,22,63,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,944,4044,18,12224,12622,102,22,63,FvggtbAdvPTimesI,9,BODY,c,
s1,944,4045,18,12224,12622,102,22,63,LvkjydAdvP4C4E51,9,BODY,=,
s1,944,4046,18,12224,12622,102,22,63,FvggtbAdvPTimesI,9,BODY,c,
s1,944,4047,18,12224,12622,102,22,63,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,944,4048,18,12224,12622,102,22,63,FvggtbAdvPTimesI,9,BODY,w,
s1,944,4049,18,12224,12622,102,22,63,VlqtgtAdvPTimes,6,BODY,0,
s1,944,4050,18,12224,12622,102,22,63,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,944,4051,18,12224,12622,102,22,63,TrjhxxAdvPSMP10,9,BODY,h,
s1,945,4052,18,12224,12622,166,22,49,PkysmpAdvP4C4E74,9,BODY,ð,
s1,945,4053,18,12224,12622,166,22,49,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,945,4054,18,12224,12622,166,22,49,RvnccsAdvPSMP4,9,BODY,[,
s1,945,4055,18,12224,12622,166,22,49,FvggtbAdvPTimesI,9,BODY,w,
s1,945,4056,18,12224,12622,166,22,49,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,945,4057,18,12224,12622,166,22,49,FvggtbAdvPTimesI,9,BODY,w,
s1,945,4058,18,12224,12622,166,22,49,VlqtgtAdvPTimes,6,BODY,0,
s1,945,4059,18,12224,12622,166,22,49,LvkjydAdvP4C4E51,9,BODY,:,
s1,946,4060,18,12224,12622,203,10,41,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,946,4061,18,12224,12622,203,10,41,LvkjydAdvP4C4E51,9,BODY,=,
s1,946,4062,18,12224,12622,203,10,41,FvggtbAdvPTimesI,9,BODY,w,
s1,946,4063,18,12224,12622,203,10,41,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,946,4064,18,12224,12622,203,10,41,FvggtbAdvPTimesI,9,BODY,w,
s1,946,4065,18,12224,12622,203,10,41,VlqtgtAdvPTimes,6,BODY,0,
s1,947,4066,18,12224,12622,245,10,142,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,947,4067,18,12224,12622,245,10,142,LvkjydAdvP4C4E51,9,BODY,:,
s1,947,4068,18,12224,12622,245,10,142,VlqtgtAdvPTimes,9,BODY,This condition also implies that,
s1,948,4069,18,12224,12646,62,9,325,VlqtgtAdvPTimes,9,BODY,For this parameter setting the supplier’s marginal proﬁt under case S(II) in (33),
s1,949,4070,18,12224,12657,51,29,59,VlqtgtAdvPTimes,9,BODY,turns out to bed,
s1,949,4071,18,12224,12657,51,29,59,TrjhxxAdvPSMP10,9,BODY,P,
s1,949,4072,18,12224,12657,51,29,59,VlqtgtAdvPTimes,6,BODY,ORS,
s1,949,4073,18,12224,12657,51,29,59,FvggtbAdvPTimesI,6,BODY,S,
s1,950,4074,18,12224,12671,95,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:6),
s1,951,4075,18,12224,12670,99,15,89,MxwppxAdvP4C4E46,9,BODY,(cid:12),
s1,951,4076,18,12224,12670,99,15,89,FvggtbAdvPTimesI,9,BODY,Q,
s1,951,4077,18,12224,12670,99,15,89,VlqtgtAdvPTimes,6,BODY,ORS,
s1,951,4078,18,12224,12670,99,15,89,PkysmpAdvP4C4E74,9,BODY,¼,
s1,951,4079,18,12224,12670,99,15,89,FvggtbAdvPTimesI,9,BODY,Q,
s1,951,4080,18,12224,12670,99,15,89,PkysmpAdvP4C4E74,6,BODY,(cid:7),
s1,951,4081,18,12224,12670,99,15,89,FvggtbAdvPTimesI,9,BODY,X,
s1,951,4082,18,12224,12670,99,15,89,VlqtgtAdvPTimes,6,BODY,ORS,
s1,951,4083,18,12224,12670,99,15,89,PkysmpAdvP4C4E74,9,BODY,¼,
s1,951,4084,18,12224,12670,99,15,89,FvggtbAdvPTimesI,9,BODY,D,
s1,951,4085,18,12224,12670,99,15,89,MxwppxAdvP4C4E46,9,BODY,(cid:12),
s1,952,4086,18,12224,12671,189,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:7),
s1,953,4087,18,12224,12689,125,10,12,VlqtgtAdvPTimes,9,BODY,d,
s1,953,4088,18,12224,12689,125,10,12,FvggtbAdvPTimesI,9,BODY,Q,
s1,954,4089,18,12224,12682,196,10,43,PkysmpAdvP4C4E74,9,BODY,¼,
s1,954,4090,18,12224,12682,196,10,43,FvggtbAdvPTimesI,9,BODY,w,
s1,954,4091,18,12224,12682,196,10,43,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,954,4092,18,12224,12682,196,10,43,FvggtbAdvPTimesI,9,BODY,w,
s1,954,4093,18,12224,12682,196,10,43,VlqtgtAdvPTimes,6,BODY,0,
s1,955,4094,18,12224,12682,207,9,3,PkysmpAdvP4C4E74,9,BODY,ð,
s1,956,4095,18,12224,12682,240,9,8,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,957,4096,18,12224,12682,300,10,70,PkysmpAdvP4C4E74,9,BODY,þ,
s1,957,4097,18,12224,12682,300,10,70,FvggtbAdvPTimesI,9,BODY,w,
s1,957,4098,18,12224,12682,300,10,70,VlqtgtAdvPTimes,6,BODY,0,
s1,957,4099,18,12224,12682,300,10,70,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,957,4100,18,12224,12682,300,10,70,TrjhxxAdvPSMP10,9,BODY,h,
s1,957,4101,18,12224,12682,300,10,70,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,957,4102,18,12224,12682,300,10,70,FvggtbAdvPTimesI,9,BODY,c,
s1,957,4103,18,12224,12682,300,10,70,PkysmpAdvP4C4E74,9,BODY,¼,
s1,957,4104,18,12224,12682,300,10,70,VlqtgtAdvPTimes,9,BODY,0,
s1,957,4105,18,12224,12682,300,10,70,LvkjydAdvP4C4E51,9,BODY,:,
s1,958,4106,18,12224,12676,251,9,3,PkysmpAdvP4C4E74,9,BODY,ð,
s1,959,4107,18,12224,12676,294,9,3,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,960,4108,18,12224,12675,255,24,39,FvggtbAdvPTimesI,9,BODY,c,
s1,960,4109,18,12224,12675,255,24,39,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,960,4110,18,12224,12675,255,24,39,FvggtbAdvPTimesI,9,BODY,w,
s1,960,4111,18,12224,12675,255,24,39,VlqtgtAdvPTimes,6,BODY,0,
s1,960,4112,18,12224,12675,255,24,39,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,960,4113,18,12224,12675,255,24,39,TrjhxxAdvPSMP10,9,BODY,h,
s1,960,4114,18,12224,12675,255,24,39,FvggtbAdvPTimesI,9,BODY,w,
s1,960,4115,18,12224,12675,255,24,39,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,960,4116,18,12224,12675,255,24,39,FvggtbAdvPTimesI,9,BODY,w,
s1,960,4117,18,12224,12675,255,24,39,VlqtgtAdvPTimes,6,BODY,0,
s1,960,4118,18,12224,12675,255,24,39,PkysmpAdvP4C4E74,9,BODY,Þð,
s1,961,4119,18,12224,12706,51,46,337,VlqtgtAdvPTimes,9,BODY,"The supplier’s marginal proﬁt being zero, shows that the supplier actuallychooses the respective quantity. As the buyer anticipates this behavior, it can beevaluated which order decision maximizes the buyer’s proﬁt. Under case B(II)",
s1,961,4120,18,12224,12706,51,46,337,PkysmpAdvP4C4E74,9,BODY,ð,
s1,961,4121,18,12224,12706,51,46,337,FvggtbAdvPTimesI,9,BODY,X,
s1,961,4122,18,12224,12706,51,46,337,PkysmpAdvP4C4E74,9,BODY,(cid:6),
s1,961,4123,18,12224,12706,51,46,337,FvggtbAdvPTimesI,9,BODY,D,
s1,961,4124,18,12224,12706,51,46,337,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,961,4125,18,12224,12706,51,46,337,VlqtgtAdvPTimes,9,BODY,", for",
s1,961,4126,18,12224,12706,51,46,337,FvggtbAdvPTimesI,9,BODY,Q,
s1,961,4127,18,12224,12706,51,46,337,VlqtgtAdvPTimes,6,BODY,ORS,
s1,961,4128,18,12224,12706,51,46,337,PkysmpAdvP4C4E74,9,BODY,¼,
s1,961,4129,18,12224,12706,51,46,337,FvggtbAdvPTimesI,9,BODY,Q,
s1,961,4130,18,12224,12706,51,46,337,PkysmpAdvP4C4E74,6,BODY,(cid:7),
s1,961,4131,18,12224,12706,51,46,337,VlqtgtAdvPTimes,9,BODY,the buyer’s marginal proﬁt from (40) transforms to,
s1,962,4132,18,12224,12842,52,14,39,NbhgjyAdvSPRING-R,14,BODY,123,
s1,963,4133,19,12940,12974,51,7,120,VlqtgtAdvPTimes,7,BODY,Business Research (2015) 8:301–332,
s1,964,4134,19,12940,12974,376,7,11,VlqtgtAdvPTimes,7,BODY,319,
s1,965,4135,19,12940,13000,108,10,14,FvggtbAdvPTimesI,9,BODY,X,
s1,965,4136,19,12940,13000,108,10,14,PkysmpAdvP4C4E74,9,BODY,ð Þ,
s1,966,4137,19,12940,12999,81,25,26,VlqtgtAdvPTimes,9,BODY,d,
s1,966,4138,19,12940,12999,81,25,26,TrjhxxAdvPSMP10,9,BODY,P,
s1,966,4139,19,12940,12999,81,25,26,VlqtgtAdvPTimes,6,BODY,ORS,
s1,966,4140,19,12940,12999,81,25,26,FvggtbAdvPTimesI,6,BODY,B,
s1,966,4141,19,12940,12999,81,25,26,VlqtgtAdvPTimes,9,BODY,d,
s1,966,4142,19,12940,12999,81,25,26,FvggtbAdvPTimesI,9,BODY,X,
s1,967,4143,19,12940,13003,187,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:13),
s1,968,4144,19,12940,13007,177,10,65,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,968,4145,19,12940,13007,177,10,65,VlqtgtAdvPTimes,9,BODY,1,
s1,968,4146,19,12940,13007,177,10,65,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,968,4147,19,12940,13007,177,10,65,FvggtbAdvPTimesI,9,BODY,F,
s1,968,4148,19,12940,13007,177,10,65,FvggtbAdvPTimesI,6,BODY,S,
s1,968,4149,19,12940,13007,177,10,65,PkysmpAdvP4C4E74,9,BODY,ð,
s1,968,4150,19,12940,13007,177,10,65,FvggtbAdvPTimesI,9,BODY,z,
s1,968,4151,19,12940,13007,177,10,65,FvggtbAdvPTimesI,6,BODY,X,
s1,968,4152,19,12940,13007,177,10,65,LvkjydAdvP4C4E51,6,BODY,;,
s1,968,4153,19,12940,13007,177,10,65,FvggtbAdvPTimesI,6,BODY,Q,
s1,968,4154,19,12940,13007,177,10,65,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,969,4155,19,12940,13003,242,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:14),
s1,970,4156,19,12940,13007,125,35,50,PkysmpAdvP4C4E74,9,BODY,¼ (cid:4),
s1,970,4157,19,12940,13007,125,35,50,FvggtbAdvPTimesI,9,BODY,w,
s1,970,4158,19,12940,13007,125,35,50,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,970,4159,19,12940,13007,125,35,50,FvggtbAdvPTimesI,9,BODY,w,
s1,970,4160,19,12940,13007,125,35,50,VlqtgtAdvPTimes,6,BODY,0,
s1,970,4161,19,12940,13007,125,35,50,PkysmpAdvP4C4E74,9,BODY,ð,
s1,970,4162,19,12940,13007,125,35,50,MxwppxAdvP4C4E46,9,BODY,(cid:2),
s1,970,4163,19,12940,13007,125,35,50,PkysmpAdvP4C4E74,9,BODY,þ,
s1,970,4164,19,12940,13007,125,35,50,FvggtbAdvPTimesI,9,BODY,p,
s1,970,4165,19,12940,13007,125,35,50,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,971,4166,19,12940,13025,164,23,4,FvggtbAdvPTimesI,9,BODY,cp,
s1,972,4167,19,12940,13032,171,10,42,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,972,4168,19,12940,13032,171,10,42,FvggtbAdvPTimesI,9,BODY,w,
s1,972,4169,19,12940,13032,171,10,42,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,972,4170,19,12940,13032,171,10,42,FvggtbAdvPTimesI,9,BODY,w,
s1,972,4171,19,12940,13032,171,10,42,VlqtgtAdvPTimes,6,BODY,0,
s1,973,4172,19,12940,13033,181,9,3,PkysmpAdvP4C4E74,9,BODY,ð,
s1,974,4173,19,12940,13033,214,9,8,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,975,4174,19,12940,13060,127,10,50,PkysmpAdvP4C4E74,9,BODY,¼ (cid:4),
s1,975,4175,19,12940,13060,127,10,50,FvggtbAdvPTimesI,9,BODY,w,
s1,975,4176,19,12940,13060,127,10,50,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,975,4177,19,12940,13060,127,10,50,FvggtbAdvPTimesI,9,BODY,w,
s1,975,4178,19,12940,13060,127,10,50,VlqtgtAdvPTimes,6,BODY,0,
s1,975,4179,19,12940,13060,127,10,50,PkysmpAdvP4C4E74,9,BODY,ð,
s1,976,4180,19,12940,13060,178,10,65,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,976,4181,19,12940,13060,178,10,65,VlqtgtAdvPTimes,9,BODY,1,
s1,976,4182,19,12940,13060,178,10,65,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,976,4183,19,12940,13060,178,10,65,FvggtbAdvPTimesI,9,BODY,F,
s1,976,4184,19,12940,13060,178,10,65,FvggtbAdvPTimesI,6,BODY,S,
s1,976,4185,19,12940,13060,178,10,65,PkysmpAdvP4C4E74,9,BODY,ð,
s1,976,4186,19,12940,13060,178,10,65,FvggtbAdvPTimesI,9,BODY,z,
s1,976,4187,19,12940,13060,178,10,65,FvggtbAdvPTimesI,6,BODY,X,
s1,976,4188,19,12940,13060,178,10,65,LvkjydAdvP4C4E51,6,BODY,;,
s1,976,4189,19,12940,13060,178,10,65,FvggtbAdvPTimesI,6,BODY,Q,
s1,976,4190,19,12940,13060,178,10,65,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,977,4191,19,12940,13079,125,10,50,PkysmpAdvP4C4E74,9,BODY,¼ (cid:4),
s1,977,4192,19,12940,13079,125,10,50,FvggtbAdvPTimesI,9,BODY,w,
s1,977,4193,19,12940,13079,125,10,50,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,977,4194,19,12940,13079,125,10,50,FvggtbAdvPTimesI,9,BODY,w,
s1,977,4195,19,12940,13079,125,10,50,VlqtgtAdvPTimes,6,BODY,0,
s1,977,4196,19,12940,13079,125,10,50,PkysmpAdvP4C4E74,9,BODY,ð,
s1,978,4197,19,12940,13079,177,10,65,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,978,4198,19,12940,13079,177,10,65,VlqtgtAdvPTimes,9,BODY,1,
s1,978,4199,19,12940,13079,177,10,65,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,978,4200,19,12940,13079,177,10,65,FvggtbAdvPTimesI,9,BODY,F,
s1,978,4201,19,12940,13079,177,10,65,FvggtbAdvPTimesI,6,BODY,S,
s1,978,4202,19,12940,13079,177,10,65,PkysmpAdvP4C4E74,9,BODY,ð,
s1,978,4203,19,12940,13079,177,10,65,FvggtbAdvPTimesI,9,BODY,z,
s1,978,4204,19,12940,13079,177,10,65,FvggtbAdvPTimesI,6,BODY,X,
s1,978,4205,19,12940,13079,177,10,65,LvkjydAdvP4C4E51,6,BODY,;,
s1,978,4206,19,12940,13079,177,10,65,FvggtbAdvPTimesI,6,BODY,Q,
s1,978,4207,19,12940,13079,177,10,65,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,979,4208,19,12940,13056,189,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:13),
s1,980,4209,19,12940,13075,187,9,4,MxwppxAdvP4C4E46,9,BODY,(cid:13),
s1,981,4210,19,12940,13022,225,9,7,MxwppxAdvP4C4E46,9,BODY,(cid:2),
